date,country,season
2024-03-06,KOR,Spring
2024-03-06,JPN,Spring
2024-03-06,GBR,Spring
2024-03-06,CAN,Spring
2024-03-06,AUS,Fall
2024-03-06,BRA,Fall
2024-03-06,ZAF,Fall
2024-03-07,USA,Spring
2024-03-07,DEU,Spring
2024-03-07,FRA,Spring
2024-03-07,KOR,Spring
2024-03-07,JPN,Spring
2024-03-07,GBR,Spring
2024-03-07,CAN,Spring
2024-03-07,AUS,Fall
2024-03-07,BRA,Fall
2024-03-07,ZAF,Fall
2024-03-08,USA,Spring
2024-03-08,DEU,Spring
2024-03-08,FRA,Spring
2024-03-08,KOR,Spring
2024-03-08,JPN,Spring
2024-03-08,GBR,Spring
2024-03-08,CAN,Spring
2024-03-08,AUS,Fall
2024-03-08,BRA,Fall
2024-03-08,ZAF,Fall
2024-03-09,USA,Spring
2024-03-09,DEU,Spring
2024-03-09,FRA,Spring
2024-03-09,KOR,Spring
2024-03-09,JPN,Spring
2024-03-09,GBR,Spring
2024-03-09,CAN,Spring
2024-03-09,AUS,Fall
2024-03-09,BRA,Fall
2024-03-09,ZAF,Fall
2024-03-10,USA,Spring
2024-03-10,DEU,Spring
2024-03-10,FRA,Spring
2024-03-10,KOR,Spring
2024-03-10,JPN,Spring
2024-03-10,GBR,Spring
2024-03-10,CAN,Spring
2024-03-10,AUS,Fall
2024-03-10,BRA,Fall
2024-03-10,ZAF,Fall
2024-03-11,USA,Spring
2024-03-11,DEU,Spring
2024-03-11,FRA,Spring
2024-03-11,KOR,Spring
2024-03-11,JPN,Spring
2024-03-11,GBR,Spring
2024-03-11,CAN,Spring
2024-03-11,AUS,Fall
2024-03-11,BRA,Fall
2024-03-11,ZAF,Fall
2024-03-12,USA,Spring
2024-03-12,DEU,Spring
2024-03-12,FRA,Spring
2024-03-12,KOR,Spring
2024-03-12,JPN,Spring
2024-03-12,GBR,Spring
2024-03-12,CAN,Spring
2024-03-12,AUS,Fall
2024-03-12,BRA,Fall
2024-03-12,ZAF,Fall
2024-03-13,USA,Spring
2024-03-13,DEU,Spring
2024-03-13,FRA,Spring
2024-03-13,KOR,Spring
2024-03-13,JPN,Spring
2024-03-13,GBR,Spring
2024-03-13,CAN,Spring
2024-03-13,AUS,Fall
2024-03-13,BRA,Fall
2024-03-13,ZAF,Fall
2024-03-14,USA,Spring
2024-03-14,DEU,Spring
2024-03-14,FRA,Spring
2024-03-14,KOR,Spring
2024-03-14,JPN,Spring
2024-03-14,GBR,Spring
2024-03-14,CAN,Spring
2024-03-14,AUS,Fall
2024-03-14,BRA,Fall
2024-03-14,ZAF,Fall
2024-03-15,USA,Spring
2024-03-15,DEU,Spring
2024-03-15,FRA,Spring
2024-03-15,KOR,Spring
2024-03-15,JPN,Spring
2024-03-15,GBR,Spring
2024-03-15,CAN,Spring
2024-03-15,AUS,Fall
2024-03-15,BRA,Fall
2024-03-15,ZAF,Fall
2024-03-16,USA,Spring
2024-03-16,DEU,Spring
2024-03-16,FRA,Spring
2024-03-16,KOR,Spring
2024-03-16,JPN,Spring
2024-03-16,GBR,Spring
2024-03-16,CAN,Spring
2024-03-16,AUS,Fall
2024-03-16,BRA,Fall
2024-03-16,ZAF,Fall
2024-03-17,USA,Spring
2024-03-17,DEU,Spring
2024-03-17,FRA,Spring
2024-03-17,KOR,Spring
2024-03-17,JPN,Spring
2024-03-17,GBR,Spring
2024-03-17,CAN,Spring
2024-03-17,AUS,Fall
2024-03-17,BRA,Fall
2024-03-17,ZAF,Fall
2024-03-18,USA,Spring
2024-03-18,DEU,Spring
2024-03-18,FRA,Spring
2024-03-18,KOR,Spring
2024-03-18,JPN,Spring
2024-03-18,GBR,Spring
2024-03-18,CAN,Spring
2024-03-18,AUS,Fall
2024-03-18,BRA,Fall
2024-03-18,ZAF,Fall
2024-03-19,USA,Spring
2024-03-19,DEU,Spring
2024-03-19,FRA,Spring
2024-03-19,KOR,Spring
2024-03-19,JPN,Spring
2024-03-19,GBR,Spring
2024-03-19,CAN,Spring
2024-03-19,AUS,Fall
2024-03-19,BRA,Fall
2024-03-19,ZAF,Fall
2024-03-20,USA,Spring
2024-03-20,DEU,Spring
2024-03-20,FRA,Spring
2024-03-20,KOR,Spring
2024-03-20,JPN,Spring
2024-03-20,GBR,Spring
2024-03-20,CAN,Spring
2024-03-20,AUS,Fall
2024-03-20,BRA,Fall
2024-03-20,ZAF,Fall
2024-03-21,USA,Spring
2024-03-21,DEU,Spring
2024-03-21,FRA,Spring
2024-03-21,KOR,Spring
2024-03-21,JPN,Spring
2024-03-21,GBR,Spring
2024-03-21,CAN,Spring
2024-03-21,AUS,Fall
2024-03-21,BRA,Fall
2024-03-21,ZAF,Fall
2024-03-22,USA,Spring
2024-03-22,DEU,Spring
2024-03-22,FRA,Spring
2024-03-22,KOR,Spring
2024-03-22,JPN,Spring
2024-03-22,GBR,Spring
2024-03-22,CAN,Spring
2024-03-22,AUS,Fall
2024-03-22,BRA,Fall
2024-03-22,ZAF,Fall
2024-03-23,USA,Spring
2024-03-23,DEU,Spring
2024-03-23,FRA,Spring
2024-03-23,KOR,Spring
2024-03-23,JPN,Spring
2024-03-23,GBR,Spring
2024-03-23,CAN,Spring
2024-03-23,AUS,Fall
2024-03-23,BRA,Fall
2024-03-23,ZAF,Fall
2024-03-24,USA,Spring
2024-03-24,DEU,Spring
2024-03-24,FRA,Spring
2024-03-24,KOR,Spring
2024-03-24,JPN,Spring
2024-03-24,GBR,Spring
2024-03-24,CAN,Spring
2024-03-24,AUS,Fall
2024-03-24,BRA,Fall
2024-03-24,ZAF,Fall
2024-03-25,USA,Spring
2024-03-25,DEU,Spring
2024-03-25,FRA,Spring
2024-03-25,KOR,Spring
2024-03-25,JPN,Spring
2024-03-25,GBR,Spring
2024-03-25,CAN,Spring
2024-03-25,AUS,Fall
2024-03-25,BRA,Fall
2024-03-25,ZAF,Fall
2024-03-26,USA,Spring
2024-03-26,DEU,Spring
2024-03-26,FRA,Spring
2024-03-26,KOR,Spring
2024-03-26,JPN,Spring
2024-03-26,GBR,Spring
2024-03-26,CAN,Spring
2024-03-26,AUS,Fall
2024-03-26,BRA,Fall
2024-03-26,ZAF,Fall
2024-03-27,USA,Spring
2024-03-27,DEU,Spring
2024-03-27,FRA,Spring
2024-03-27,KOR,Spring
2024-03-27,JPN,Spring
2024-03-27,GBR,Spring
2024-03-27,CAN,Spring
2024-03-27,AUS,Fall
2024-03-27,BRA,Fall
2024-03-27,ZAF,Fall
2024-03-28,USA,Spring
2024-03-28,DEU,Spring
2024-03-28,FRA,Spring
2024-03-28,KOR,Spring
2024-03-28,JPN,Spring
2024-03-28,GBR,Spring
2024-03-28,CAN,Spring
2024-03-28,AUS,Fall
2024-03-28,BRA,Fall
2024-03-28,ZAF,Fall
2024-03-29,USA,Spring
2024-03-29,DEU,Spring
2024-03-29,FRA,Spring
2024-03-29,KOR,Spring
2024-03-29,JPN,Spring
2024-03-29,GBR,Spring
2024-03-29,CAN,Spring
2024-03-29,AUS,Fall
2024-03-29,BRA,Fall
2024-03-29,ZAF,Fall
2024-03-30,USA,Spring
2024-03-30,DEU,Spring
2024-03-30,FRA,Spring
2024-03-30,KOR,Spring
2024-03-30,JPN,Spring
2024-03-30,GBR,Spring
2024-03-30,CAN,Spring
2024-03-30,AUS,Fall
2024-03-30,BRA,Fall
2024-03-30,ZAF,Fall
2024-03-31,USA,Spring
2024-03-31,DEU,Spring
2024-03-31,FRA,Spring
2024-03-31,KOR,Spring
2024-03-31,JPN,Spring
2024-03-31,GBR,Spring
2024-03-31,CAN,Spring
2024-03-31,AUS,Fall
2024-03-31,BRA,Fall
2024-03-31,ZAF,Fall
2024-04-01,USA,Spring
2024-04-01,DEU,Spring
2024-04-01,FRA,Spring
2024-04-01,KOR,Spring
2024-04-01,JPN,Spring
2024-04-01,GBR,Spring
2024-04-01,CAN,Spring
2024-04-01,AUS,Fall
2024-04-01,BRA,Fall
2024-04-01,ZAF,Fall
2024-04-02,USA,Spring
2024-04-02,DEU,Spring
2024-04-02,FRA,Spring
2024-04-02,KOR,Spring
2024-04-02,JPN,Spring
2024-04-02,GBR,Spring
2024-04-02,CAN,Spring
2024-04-02,AUS,Fall
2024-04-02,BRA,Fall
2024-04-02,ZAF,Fall
2024-04-03,USA,Spring
2024-04-03,DEU,Spring
2024-04-03,FRA,Spring
2024-04-03,KOR,Spring
2024-04-03,JPN,Spring
2024-04-03,GBR,Spring
2024-04-03,CAN,Spring
2024-04-03,AUS,Fall
2024-04-03,BRA,Fall
2024-04-03,ZAF,Fall
2024-04-04,USA,Spring
2024-04-04,DEU,Spring
2024-04-04,FRA,Spring
2024-04-04,KOR,Spring
2024-04-04,JPN,Spring
2024-04-04,GBR,Spring
2024-04-04,CAN,Spring
2024-04-04,AUS,Fall
2024-04-04,BRA,Fall
2024-04-04,ZAF,Fall
2024-04-05,USA,Spring
2024-04-05,DEU,Spring
2024-04-05,FRA,Spring
2024-04-05,KOR,Spring
2024-04-05,JPN,Spring
2024-04-05,GBR,Spring
2024-04-05,CAN,Spring
2024-04-05,AUS,Fall
2024-04-05,BRA,Fall
2024-04-05,ZAF,Fall
2024-04-06,USA,Spring
2024-04-06,DEU,Spring
2024-04-06,FRA,Spring
2024-04-06,KOR,Spring
2024-04-06,JPN,Spring
2024-04-06,GBR,Spring
2024-04-06,CAN,Spring
2024-04-06,AUS,Fall
2024-04-06,BRA,Fall
2024-04-06,ZAF,Fall
2024-04-07,USA,Spring
2024-04-07,DEU,Spring
2024-04-07,FRA,Spring
2024-04-07,KOR,Spring
2024-04-07,JPN,Spring
2024-04-07,GBR,Spring
2024-04-07,CAN,Spring
2024-04-07,AUS,Fall
2024-04-07,BRA,Fall
2024-04-07,ZAF,Fall
2024-04-08,USA,Spring
2024-04-08,DEU,Spring
2024-04-08,FRA,Spring
2024-04-08,KOR,Spring
2024-04-08,JPN,Spring
2024-04-08,GBR,Spring
2024-04-08,CAN,Spring
2024-04-08,AUS,Fall
2024-04-08,BRA,Fall
2024-04-08,ZAF,Fall
2024-04-09,USA,Spring
2024-04-09,DEU,Spring
2024-04-09,FRA,Spring
2024-04-09,KOR,Spring
2024-04-09,JPN,Spring
2024-04-09,GBR,Spring
2024-04-09,CAN,Spring
2024-04-09,AUS,Fall
2024-04-09,BRA,Fall
2024-04-09,ZAF,Fall
2024-04-10,USA,Spring
2024-04-10,DEU,Spring
2024-04-10,FRA,Spring
2024-04-10,KOR,Spring
2024-04-10,JPN,Spring
2024-04-10,GBR,Spring
2024-04-10,CAN,Spring
2024-04-10,AUS,Fall
2024-04-10,BRA,Fall
2024-04-10,ZAF,Fall
2024-04-11,USA,Spring
2024-04-11,DEU,Spring
2024-04-11,FRA,Spring
2024-04-11,KOR,Spring
2024-04-11,JPN,Spring
2024-04-11,GBR,Spring
2024-04-11,CAN,Spring
2024-04-11,AUS,Fall
2024-04-11,BRA,Fall
2024-04-11,ZAF,Fall
2024-04-12,USA,Spring
2024-04-12,DEU,Spring
2024-04-12,FRA,Spring
2024-04-12,KOR,Spring
2024-04-12,JPN,Spring
2024-04-12,GBR,Spring
2024-04-12,CAN,Spring
2024-04-12,AUS,Fall
2024-04-12,BRA,Fall
2024-04-12,ZAF,Fall
2024-04-13,USA,Spring
2024-04-13,DEU,Spring
2024-04-13,FRA,Spring
2024-04-13,KOR,Spring
2024-04-13,JPN,Spring
2024-04-13,GBR,Spring
2024-04-13,CAN,Spring
2024-04-13,AUS,Fall
2024-04-13,BRA,Fall
2024-04-13,ZAF,Fall
2024-04-14,USA,Spring
2024-04-14,DEU,Spring
2024-04-14,FRA,Spring
2024-04-14,KOR,Spring
2024-04-14,JPN,Spring
2024-04-14,GBR,Spring
2024-04-14,CAN,Spring
2024-04-14,AUS,Fall
2024-04-14,BRA,Fall
2024-04-14,ZAF,Fall
2024-04-15,USA,Spring
2024-04-15,DEU,Spring
2024-04-15,FRA,Spring
2024-04-15,KOR,Spring
2024-04-15,JPN,Spring
2024-04-15,GBR,Spring
2024-04-15,CAN,Spring
2024-04-15,AUS,Fall
2024-04-15,BRA,Fall
2024-04-15,ZAF,Fall
2024-04-16,USA,Spring
2024-04-16,DEU,Spring
2024-04-16,FRA,Spring
2024-04-16,KOR,Spring
2024-04-16,JPN,Spring
2024-04-16,GBR,Spring
2024-04-16,CAN,Spring
2024-04-16,AUS,Fall
2024-04-16,BRA,Fall
2024-04-16,ZAF,Fall
2024-04-17,USA,Spring
2024-04-17,DEU,Spring
2024-04-17,FRA,Spring
2024-04-17,KOR,Spring
2024-04-17,JPN,Spring
2024-04-17,GBR,Spring
2024-04-17,CAN,Spring
2024-04-17,AUS,Fall
2024-04-17,BRA,Fall
2024-04-17,ZAF,Fall
2024-04-18,USA,Spring
2024-04-18,DEU,Spring
2024-04-18,FRA,Spring
2024-04-18,KOR,Spring
2024-04-18,JPN,Spring
2024-04-18,GBR,Spring
2024-04-18,CAN,Spring
2024-04-18,AUS,Fall
2024-04-18,BRA,Fall
2024-04-18,ZAF,Fall
2024-04-19,USA,Spring
2024-04-19,DEU,Spring
2024-04-19,FRA,Spring
2024-04-19,KOR,Spring
2024-04-19,JPN,Spring
2024-04-19,GBR,Spring
2024-04-19,CAN,Spring
2024-04-19,AUS,Fall
2024-04-19,BRA,Fall
2024-04-19,ZAF,Fall
2024-04-20,USA,Spring
2024-04-20,DEU,Spring
2024-04-20,FRA,Spring
2024-04-20,KOR,Spring
2024-04-20,JPN,Spring
2024-04-20,GBR,Spring
2024-04-20,CAN,Spring
2024-04-20,AUS,Fall
2024-04-20,BRA,Fall
2024-04-20,ZAF,Fall
2024-04-21,USA,Spring
2024-04-21,DEU,Spring
2024-04-21,FRA,Spring
2024-04-21,KOR,Spring
2024-04-21,JPN,Spring
2024-04-21,GBR,Spring
2024-04-21,CAN,Spring
2024-04-21,AUS,Fall
2024-04-21,BRA,Fall
2024-04-21,ZAF,Fall
2024-04-22,USA,Spring
2024-04-22,DEU,Spring
2024-04-22,FRA,Spring
2024-04-22,KOR,Spring
2024-04-22,JPN,Spring
2024-04-22,GBR,Spring
2024-04-22,CAN,Spring
2024-04-22,AUS,Fall
2024-04-22,BRA,Fall
2024-04-22,ZAF,Fall
2024-04-23,USA,Spring
2024-04-23,DEU,Spring
2024-04-23,FRA,Spring
2024-04-23,KOR,Spring
2024-04-23,JPN,Spring
2024-04-23,GBR,Spring
2024-04-23,CAN,Spring
2024-04-23,AUS,Fall
2024-04-23,BRA,Fall
2024-04-23,ZAF,Fall
2024-04-24,USA,Spring
2024-04-24,DEU,Spring
2024-04-24,FRA,Spring
2024-04-24,KOR,Spring
2024-04-24,JPN,Spring
2024-04-24,GBR,Spring
2024-04-24,CAN,Spring
2024-04-24,AUS,Fall
2024-04-24,BRA,Fall
2024-04-24,ZAF,Fall
2024-04-25,USA,Spring
2024-04-25,DEU,Spring
2024-04-25,FRA,Spring
2024-04-25,KOR,Spring
2024-04-25,JPN,Spring
2024-04-25,GBR,Spring
2024-04-25,CAN,Spring
2024-04-25,AUS,Fall
2024-04-25,BRA,Fall
2024-04-25,ZAF,Fall
2024-04-26,USA,Spring
2024-04-26,DEU,Spring
2024-04-26,FRA,Spring
2024-04-26,KOR,Spring
2024-04-26,JPN,Spring
2024-04-26,GBR,Spring
2024-04-26,CAN,Spring
2024-04-26,AUS,Fall
2024-04-26,BRA,Fall
2024-04-26,ZAF,Fall
2024-04-27,USA,Spring
2024-04-27,DEU,Spring
2024-04-27,FRA,Spring
2024-04-27,KOR,Spring
2024-04-27,JPN,Spring
2024-04-27,GBR,Spring
2024-04-27,CAN,Spring
2024-04-27,AUS,Fall
2024-04-27,BRA,Fall
2024-04-27,ZAF,Fall
2024-04-28,USA,Spring
2024-04-28,DEU,Spring
2024-04-28,FRA,Spring
2024-04-28,KOR,Spring
2024-04-28,JPN,Spring
2024-04-28,GBR,Spring
2024-04-28,CAN,Spring
2024-04-28,AUS,Fall
2024-04-28,BRA,Fall
2024-04-28,ZAF,Fall
2024-04-29,USA,Spring
2024-04-29,DEU,Spring
2024-04-29,FRA,Spring
2024-04-29,KOR,Spring
2024-04-29,JPN,Spring
2024-04-29,GBR,Spring
2024-04-29,CAN,Spring
2024-04-29,AUS,Fall
2024-04-29,BRA,Fall
2024-04-29,ZAF,Fall
2024-04-30,USA,Spring
2024-04-30,DEU,Spring
2024-04-30,FRA,Spring
2024-04-30,KOR,Spring
2024-04-30,JPN,Spring
2024-04-30,GBR,Spring
2024-04-30,CAN,Spring
2024-04-30,AUS,Fall
2024-04-30,BRA,Fall
2024-04-30,ZAF,Fall
2024-05-01,USA,Spring
2024-05-01,DEU,Spring
2024-05-01,FRA,Spring
2024-05-01,KOR,Spring
2024-05-01,JPN,Spring
2024-05-01,GBR,Spring
2024-05-01,CAN,Spring
2024-05-01,AUS,Fall
2024-05-01,BRA,Fall
2024-05-01,ZAF,Fall
2024-05-02,USA,Spring
2024-05-02,DEU,Spring
2024-05-02,FRA,Spring
2024-05-02,KOR,Spring
2024-05-02,JPN,Spring
2024-05-02,GBR,Spring
2024-05-02,CAN,Spring
2024-05-02,AUS,Fall
2024-05-02,BRA,Fall
2024-05-02,ZAF,Fall
2024-05-03,USA,Spring
2024-05-03,DEU,Spring
2024-05-03,FRA,Spring
2024-05-03,KOR,Spring
2024-05-03,JPN,Spring
2024-05-03,GBR,Spring
2024-05-03,CAN,Spring
2024-05-03,AUS,Fall
2024-05-03,BRA,Fall
2024-05-03,ZAF,Fall
2024-05-04,USA,Spring
2024-05-04,DEU,Spring
2024-05-04,FRA,Spring
2024-05-04,KOR,Spring
2024-05-04,JPN,Spring
2024-05-04,GBR,Spring
2024-05-04,CAN,Spring
2024-05-04,AUS,Fall
2024-05-04,BRA,Fall
2024-05-04,ZAF,Fall
2024-05-05,USA,Spring
2024-05-05,DEU,Spring
2024-05-05,FRA,Spring
2024-05-05,KOR,Spring
2024-05-05,JPN,Spring
2024-05-05,GBR,Spring
2024-05-05,CAN,Spring
2024-05-05,AUS,Fall
2024-05-05,BRA,Fall
2024-05-05,ZAF,Fall
2024-05-06,USA,Spring
2024-05-06,DEU,Spring
2024-05-06,FRA,Spring
2024-05-06,KOR,Spring
2024-05-06,JPN,Spring
2024-05-06,GBR,Spring
2024-05-06,CAN,Spring
2024-05-06,AUS,Fall
2024-05-06,BRA,Fall
2024-05-06,ZAF,Fall
2024-05-07,USA,Spring
2024-05-07,DEU,Spring
2024-05-07,FRA,Spring
2024-05-07,KOR,Spring
2024-05-07,JPN,Spring
2024-05-07,GBR,Spring
2024-05-07,CAN,Spring
2024-05-07,AUS,Fall
2024-05-07,BRA,Fall
2024-05-07,ZAF,Fall
2024-05-08,USA,Spring
2024-05-08,DEU,Spring
2024-05-08,FRA,Spring
2024-05-08,KOR,Spring
2024-05-08,JPN,Spring
2024-05-08,GBR,Spring
2024-05-08,CAN,Spring
2024-05-08,AUS,Fall
2024-05-08,BRA,Fall
2024-05-08,ZAF,Fall
2024-05-09,USA,Spring
2024-05-09,DEU,Spring
2024-05-09,FRA,Spring
2024-05-09,KOR,Spring
2024-05-09,JPN,Spring
2024-05-09,GBR,Spring
2024-05-09,CAN,Spring
2024-05-09,AUS,Fall
2024-05-09,BRA,Fall
2024-05-09,ZAF,Fall
2024-05-10,USA,Spring
2024-05-10,DEU,Spring
2024-05-10,FRA,Spring
2024-05-10,KOR,Spring
2024-05-10,JPN,Spring
2024-05-10,GBR,Spring
2024-05-10,CAN,Spring
2024-05-10,AUS,Fall
2024-05-10,BRA,Fall
2024-05-10,ZAF,Fall
2024-05-11,USA,Spring
2024-05-11,DEU,Spring
2024-05-11,FRA,Spring
2024-05-11,KOR,Spring
2024-05-11,JPN,Spring
2024-05-11,GBR,Spring
2024-05-11,CAN,Spring
2024-05-11,AUS,Fall
2024-05-11,BRA,Fall
2024-05-11,ZAF,Fall
2024-05-12,USA,Spring
2024-05-12,DEU,Spring
2024-05-12,FRA,Spring
2024-05-12,KOR,Spring
2024-05-12,JPN,Spring
2024-05-12,GBR,Spring
2024-05-12,CAN,Spring
2024-05-12,AUS,Fall
2024-05-12,BRA,Fall
2024-05-12,ZAF,Fall
2024-05-13,USA,Spring
2024-05-13,DEU,Spring
2024-05-13,FRA,Spring
2024-05-13,KOR,Spring
2024-05-13,JPN,Spring
2024-05-13,GBR,Spring
2024-05-13,CAN,Spring
2024-05-13,AUS,Fall
2024-05-13,BRA,Fall
2024-05-13,ZAF,Fall
2024-05-14,USA,Spring
2024-05-14,DEU,Spring
2024-05-14,FRA,Spring
2024-05-14,KOR,Spring
2024-05-14,JPN,Spring
2024-05-14,GBR,Spring
2024-05-14,CAN,Spring
2024-05-14,AUS,Fall
2024-05-14,BRA,Fall
2024-05-14,ZAF,Fall
2024-05-15,USA,Spring
2024-05-15,DEU,Spring
2024-05-15,FRA,Spring
2024-05-15,KOR,Spring
2024-05-15,JPN,Spring
2024-05-15,GBR,Spring
2024-05-15,CAN,Spring
2024-05-15,AUS,Fall
2024-05-15,BRA,Fall
2024-05-15,ZAF,Fall
2024-05-16,USA,Spring
2024-05-16,DEU,Spring
2024-05-16,FRA,Spring
2024-05-16,KOR,Spring
2024-05-16,JPN,Spring
2024-05-16,GBR,Spring
2024-05-16,CAN,Spring
2024-05-16,AUS,Fall
2024-05-16,BRA,Fall
2024-05-16,ZAF,Fall
2024-05-17,USA,Spring
2024-05-17,DEU,Spring
2024-05-17,FRA,Spring
2024-05-17,KOR,Spring
2024-05-17,JPN,Spring
2024-05-17,GBR,Spring
2024-05-17,CAN,Spring
2024-05-17,AUS,Fall
2024-05-17,BRA,Fall
2024-05-17,ZAF,Fall
2024-05-18,USA,Spring
2024-05-18,DEU,Spring
2024-05-18,FRA,Spring
2024-05-18,KOR,Spring
2024-05-18,JPN,Spring
2024-05-18,GBR,Spring
2024-05-18,CAN,Spring
2024-05-18,AUS,Fall
2024-05-18,BRA,Fall
2024-05-18,ZAF,Fall
2024-05-19,USA,Spring
2024-05-19,DEU,Spring
2024-05-19,FRA,Spring
2024-05-19,KOR,Spring
2024-05-19,JPN,Spring
2024-05-19,GBR,Spring
2024-05-19,CAN,Spring
2024-05-19,AUS,Fall
2024-05-19,BRA,Fall
2024-05-19,ZAF,Fall
2024-05-20,USA,Spring
2024-05-20,DEU,Spring
2024-05-20,FRA,Spring
2024-05-20,KOR,Spring
2024-05-20,JPN,Spring
2024-05-20,GBR,Spring
2024-05-20,CAN,Spring
2024-05-20,AUS,Fall
2024-05-20,BRA,Fall
2024-05-20,ZAF,Fall
2024-05-21,USA,Spring
2024-05-21,DEU,Spring
2024-05-21,FRA,Spring
2024-05-21,KOR,Spring
2024-05-21,JPN,Spring
2024-05-21,GBR,Spring
2024-05-21,CAN,Spring
2024-05-21,AUS,Fall
2024-05-21,BRA,Fall
2024-05-21,ZAF,Fall
2024-05-22,USA,Spring
2024-05-22,DEU,Spring
2024-05-22,FRA,Spring
2024-05-22,KOR,Spring
2024-05-22,JPN,Spring
2024-05-22,GBR,Spring
2024-05-22,CAN,Spring
2024-05-22,AUS,Fall
2024-05-22,BRA,Fall
2024-05-22,ZAF,Fall
2024-05-23,USA,Spring
2024-05-23,DEU,Spring
2024-05-23,FRA,Spring
2024-05-23,KOR,Spring
2024-05-23,JPN,Spring
2024-05-23,GBR,Spring
2024-05-23,CAN,Spring
2024-05-23,AUS,Fall
2024-05-23,BRA,Fall
2024-05-23,ZAF,Fall
2024-05-24,USA,Spring
2024-05-24,DEU,Spring
2024-05-24,FRA,Spring
2024-05-24,KOR,Spring
2024-05-24,JPN,Spring
2024-05-24,GBR,Spring
2024-05-24,CAN,Spring
2024-05-24,AUS,Fall
2024-05-24,BRA,Fall
2024-05-24,ZAF,Fall
2024-05-25,USA,Spring
2024-05-25,DEU,Spring
2024-05-25,FRA,Spring
2024-05-25,KOR,Spring
2024-05-25,JPN,Spring
2024-05-25,GBR,Spring
2024-05-25,CAN,Spring
2024-05-25,AUS,Fall
2024-05-25,BRA,Fall
2024-05-25,ZAF,Fall
2024-05-26,USA,Spring
2024-05-26,DEU,Spring
2024-05-26,FRA,Spring
2024-05-26,KOR,Spring
2024-05-26,JPN,Spring
2024-05-26,GBR,Spring
2024-05-26,CAN,Spring
2024-05-26,AUS,Fall
2024-05-26,BRA,Fall
2024-05-26,ZAF,Fall
2024-05-27,USA,Spring
2024-05-27,DEU,Spring
2024-05-27,FRA,Spring
2024-05-27,KOR,Spring
2024-05-27,JPN,Spring
2024-05-27,GBR,Spring
2024-05-27,CAN,Spring
2024-05-27,AUS,Fall
2024-05-27,BRA,Fall
2024-05-27,ZAF,Fall
2024-05-28,USA,Spring
2024-05-28,DEU,Spring
2024-05-28,FRA,Spring
2024-05-28,KOR,Spring
2024-05-28,JPN,Spring
2024-05-28,GBR,Spring
2024-05-28,CAN,Spring
2024-05-28,AUS,Fall
2024-05-28,BRA,Fall
2024-05-28,ZAF,Fall
2024-05-29,USA,Spring
2024-05-29,DEU,Spring
2024-05-29,FRA,Spring
2024-05-29,KOR,Spring
2024-05-29,JPN,Spring
2024-05-29,GBR,Spring
2024-05-29,CAN,Spring
2024-05-29,AUS,Fall
2024-05-29,BRA,Fall
2024-05-29,ZAF,Fall
2024-05-30,USA,Spring
2024-05-30,DEU,Spring
2024-05-30,FRA,Spring
2024-05-30,KOR,Spring
2024-05-30,JPN,Spring
2024-05-30,GBR,Spring
2024-05-30,CAN,Spring
2024-05-30,AUS,Fall
2024-05-30,BRA,Fall
2024-05-30,ZAF,Fall
2024-05-31,USA,Spring
2024-05-31,DEU,Spring
2024-05-31,FRA,Spring
2024-05-31,KOR,Spring
2024-05-31,JPN,Spring
2024-05-31,GBR,Spring
2024-05-31,CAN,Spring
2024-05-31,AUS,Fall
2024-05-31,BRA,Fall
2024-05-31,ZAF,Fall
2024-06-01,USA,Summer
2024-06-01,DEU,Summer
2024-06-01,FRA,Summer
2024-06-01,KOR,Summer
2024-06-01,JPN,Summer
2024-06-01,GBR,Summer
2024-06-01,CAN,Summer
2024-06-01,AUS,Winter
2024-06-01,BRA,Winter
2024-06-01,ZAF,Winter
2024-06-02,USA,Summer
2024-06-02,DEU,Summer
2024-06-02,FRA,Summer
2024-06-02,KOR,Summer
2024-06-02,JPN,Summer
2024-06-02,GBR,Summer
2024-06-02,CAN,Summer
2024-06-02,AUS,Winter
2024-06-02,BRA,Winter
2024-06-02,ZAF,Winter
2024-06-03,USA,Summer
2024-06-03,DEU,Summer
2024-06-03,FRA,Summer
2024-06-03,KOR,Summer
2024-06-03,JPN,Summer
2024-06-03,GBR,Summer
2024-06-03,CAN,Summer
2024-06-03,AUS,Winter
2024-06-03,BRA,Winter
2024-06-03,ZAF,Winter
2024-06-04,USA,Summer
2024-06-04,DEU,Summer
2024-06-04,FRA,Summer
2024-06-04,KOR,Summer
2024-06-04,JPN,Summer
2024-06-04,GBR,Summer
2024-06-04,CAN,Summer
2024-06-04,AUS,Winter
2024-06-04,BRA,Winter
2024-06-04,ZAF,Winter
2024-06-05,USA,Summer
2024-06-05,DEU,Summer
2024-06-05,FRA,Summer
2024-06-05,KOR,Summer
2024-06-05,JPN,Summer
2024-06-05,GBR,Summer
2024-06-05,CAN,Summer
2024-06-05,AUS,Winter
2024-06-05,BRA,Winter
2024-06-05,ZAF,Winter
2024-06-06,USA,Summer
2024-06-06,DEU,Summer
2024-06-06,FRA,Summer
2024-06-06,KOR,Summer
2024-06-06,JPN,Summer
2024-06-06,GBR,Summer
2024-06-06,CAN,Summer
2024-06-06,AUS,Winter
2024-06-06,BRA,Winter
2024-06-06,ZAF,Winter
2024-06-07,USA,Summer
2024-06-07,DEU,Summer
2024-06-07,FRA,Summer
2024-06-07,KOR,Summer
2024-06-07,JPN,Summer
